اب	أب,آب,أَبّ,أَب,إِبّ
الايغاران	NEWMORPH
الايكة	أَيْكَة
الايم	أَيِّم
الايواز	NEWMORPH
الايوان	إِيوان
الباب	لَبَب,باب,لُبّ
البابة	بابِه,لَبَب,لُبّ
الباج	NEWMORPH
البادية	بادِيَة,بادِي
الباذنجانية	NEWMORPH
البارة	بارّ
الباسرة	NEWMORPH
الباقرة	NEWMORPH
البالدية	NEWMORPH
البان	أَلْبانِيّ,لَبَن
البت	بَتّ,أَلَب,أَلَّب
البتراء	أَبْتَر,بِتْراء
البتم	أَلَب,أَلَّب
البثاء	NEWMORPH
البثر	بَثْر,بَثِر
البثراء	NEWMORPH
البثنة	NEWMORPH
البثنون	NEWMORPH
البثنية	NEWMORPH
البجادة	NEWMORPH
البجرات	NEWMORPH
البجسة	NEWMORPH
البجوم	بَجْم
البحرة	بَحْرَة
البحرين	بَحْرَيْنِ,بَحْر
البحيرة	بُحَيْرَة
البخارية	بُخارِيّ
البخراء	NEWMORPH
البدائع	بَدِيعَة
البدي	NEWMORPH
البدية	NEWMORPH
البديعة	بَدِيعَة
البذان	NEWMORPH
البذرمان	NEWMORPH
البرابي	بِرْبَة
البرادان	بَرّاد
البرامكة	NEWMORPH
البراهق	NEWMORPH
البربر	بَرْبَرِيّ
البرة	NEWMORPH
البرتان	NEWMORPH
البرج	بُرْج
البرجلانية	NEWMORPH
البردان	NEWMORPH
البرزمان	NEWMORPH
البرشلية	NEWMORPH
البرقاء	NEWMORPH
البرقانية	NEWMORPH
البرقعة	NEWMORPH
البرك	بِرْكَة
البرود	بُرُود,بَرُود
البروية	NEWMORPH
البريت	NEWMORPH
البريد	بَرِيد
البريدن	NEWMORPH
البريراء	NEWMORPH
البريص	NEWMORPH
البريقان	إِبْرِيق,بَرِيق
البريقة	NEWMORPH
البريكان	NEWMORPH
البز	بُزّ,بَزّ
البزاز	بُزّ,بَزّاز
البزواء	NEWMORPH
البسراط	NEWMORPH
البسرة	بُسْر
البسكت	NEWMORPH
البسيطة	بَسِيط,بَسِيطَة
البشر	بُشْر,بِشْر,بَشَر
البشرود	NEWMORPH
البشمور	NEWMORPH
البصر	بَصَر
البصرة	بَصْرَة
البصل	بَصَل
البصلية	بَصَلِيّ
البضيض	بَضِيض
البضيع	NEWMORPH
البطاح	أَبْطَح
البطانة	بَطانَة
البطائح	بَطِيحَة
البطحاء	أَبْطَح
البطيحة	بَطِيحَة
البعوضة	بَعُوض
البقال	بَقّال
البكرات	بَكْرَة
البكرة	بُكْرَة,بَكْرَة
البكرن	NEWMORPH
البلاثق	NEWMORPH
البلاط	بَلاط,بَلاطَة
البلقاء	أَبْلَق
البلمون	NEWMORPH
البلوط	بَلُّوط
البلياء	NEWMORPH
البليح	NEWMORPH
البليخ	NEWMORPH
البليين	NEWMORPH
البنتان	بِنْت
البندنيجين	NEWMORPH
البنية	بِنْيَة
البهنسا	NEWMORPH
البوازيج	NEWMORPH
البوباة	NEWMORPH
البويب	NEWMORPH
البويرة	بُوَيْرَة
البوين	NEWMORPH
البياض	بَياض
البياو	NEWMORPH
البيداء	بَيْداء
البير	أَلْبِير
البئر	بِئْر
البيرة	بِيرَة,بِيرا
البيضاء	أَبْيَض
البيضة	بَيْضَة,بَيْض
البيضتان	بَيْض
البين	بَيْنَ,بَيِّن
البينة	بَيِّنَة
البيوان	NEWMORPH
البييضة	بُوَيْض
التاج	تاج
التاجية	تاجِيّ
التاية	NEWMORPH
التبر	تِبْر
الترب	تُرْبَة,تِرْب,تَرِب
الترجمانية	NEWMORPH
التروية	تَرْوِيَة
الترويح	تَرْوِيح
التستريون	NEWMORPH
التسرير	NEWMORPH
التعانيق	NEWMORPH
التفرق	تَفَرُّق
التقي	ٱِلْتَقَى,تُقَى,تَقِيّ
التلاعة	NEWMORPH
التلبع	NEWMORPH
التلمص	NEWMORPH
التلي	NEWMORPH
التليان	NEWMORPH
التماني	آل,ٱِلْتَمّ
التناضب	NEWMORPH
التنانير	تَنُّور
التناهي	NEWMORPH
التنعيم	تَنْعِيم
التنن	NEWMORPH
التنور	تَنُّور
التو	تَوّ,ٱِلْتَوَى
التوائم	تَوْأَم
التويرة	NEWMORPH
التويمة	NEWMORPH
التى	آلَة,الَّذِي
التيس	تَيْس
التيمرة	NEWMORPH
التيه	تِيه,آلَة
الثاملية	NEWMORPH
الثاي	NEWMORPH
الثباج	NEWMORPH
الثبراء	NEWMORPH
الثتانة	NEWMORPH
الثدي	ثَدْي
الثرب	NEWMORPH
الثربان	NEWMORPH
الثرثار	ثَرْثار
الثرثوز	NEWMORPH
الثرماء	NEWMORPH
الثرملية	NEWMORPH
الثريا	ثُرَيّا
الثعلبية	ثَعْلَبِيّ
الثغر	ثُغْرَة,ثَغْر
الثغور	ثَغْر
الثغيد	NEWMORPH
الثقب	ثَقْب,ثُقْبَة,ثُقْب
الثلاثاء	ثُلاثاء
الثلبوت	NEWMORPH
الثلم	ثَلْم,ثُلْمَة
الثلماء	NEWMORPH
الثمامة	ثُمام
الثمد	NEWMORPH
الثمراء	NEWMORPH
الثميد	NEWMORPH
الثمينة	ثَمِين
الثني	ثَنْي,لاث,ثِنْي
الثومة	ثُوم
الثوية	NEWMORPH
الثوير	NEWMORPH
الثيلة	NEWMORPH
الجاب	NEWMORPH
الجابتان	NEWMORPH
الجابري	جابِرِيّ
الجابية	جابِي,جابِيَة
الجار	جار
الجال	NEWMORPH
الجالية	جالِيَة
الجام	جام
الجامدة	جامِد
الجامع	جامِع
الجامعين	جامِع
الجاهلي	جاهِلِيّ
الجايرية	NEWMORPH
الجب	جُبّ
الجباب	جُبّ,جُبَّة
الجبابات	NEWMORPH
الجبابة	NEWMORPH
الجبابين	NEWMORPH
الجباة	جابِي,جَبْهَة
الجباجب	NEWMORPH
الجباجية	NEWMORPH
الجبال	جَبَل
الجباية	جِبايَة
الجبة	جُبَّة
الجبجبان	NEWMORPH
الجبحة	NEWMORPH
الجبل	جَبَل
الجبول	NEWMORPH
الجبيب	NEWMORPH
الجبيل	جُبَيْل
الجبيلة	NEWMORPH
الجثا	NEWMORPH
الجثجاثة	NEWMORPH
الجحفة	NEWMORPH
الجخراء	NEWMORPH
الجد	جَدّ,جِدّ
الجداة	NEWMORPH
الجداجد	جُدْجُد
الجدار	جِدار
الجدان	جَدّ
الجدائر	NEWMORPH
الجدف	NEWMORPH
الجديد	جَدِيد
الجديدة	جَدِيد
الجديف	NEWMORPH
الجذاة	NEWMORPH
الجر	جَرّ
الجرادة	جَراد
الجرادي	NEWMORPH
الجرارة	جَرّار
الجرباء	أَجْرَب
الجربتان	جَرِب
الجرجانية	NEWMORPH
الجرجومة	NEWMORPH
الجرد	جَرِد,جَرْد
الجردة	NEWMORPH
الجرع	NEWMORPH
الجرعة	جُرْعَة
الجرف	جُرْف,جَرْف
الجرفة	NEWMORPH
الجرولة	NEWMORPH
الجروي	NEWMORPH
الجريب	جَرِيب
الجريرة	جَرِيرَة
الجريسات	NEWMORPH
الجريسي	NEWMORPH
الجزائر	جَزائِر
الجزر	جَزْر,جَزِيرَة,جَزَر
الجزيرة	جَزِيرَة
الجزيز	NEWMORPH
الجسر	جِسْر
الجسرة	جَسْرَة
الجعرانة	NEWMORPH
الجعفري	جَعْفَرِيّ
الجعفرية	NEWMORPH
الجعموسة	NEWMORPH
الجفار	NEWMORPH
الجفر	جَفْر,جُفْرَة
الجفران	NEWMORPH
الجفرة	جُفْرَة
الجفرتان	جُفْرَة
الجفير	NEWMORPH
الجل	جَلّ,جُلّ
الجلاميد	جُلْمُود
الجلانية	NEWMORPH
الجلجاء	NEWMORPH
الجلس	NEWMORPH
الجلسد	NEWMORPH
الجلعب	NEWMORPH
الجلل	جَلَل,جُلَّى
الجلهمتان	NEWMORPH
الجليل	جَلِيل
الجماء	NEWMORPH
الجماجم	جُمْجُمَة
الجماح	جِماح
الجماهرية	NEWMORPH
الجمح	NEWMORPH
الجمحة	NEWMORPH
الجمد	جَمْد
الجمرة	جَمْر
الجمن	أَلْجَم
الجمهور	جُمْهُور
الجموم	NEWMORPH
الجمومان	NEWMORPH
الجميش	NEWMORPH
الجميعى	NEWMORPH
الجناب	جَناب
الجناح	جُناح,جَناح
الجنادل	جَنْدَل
الجند	جُنْد
الجنزرة	NEWMORPH
الجنوب	جَنُوب
الجنوقة	NEWMORPH
الجنيد	NEWMORPH
الجنينة	جُنَيْنَة
الجهضمية	NEWMORPH
الجو	جَوّ
الجوءة	NEWMORPH
الجواء	جَوّ
الجوابة	NEWMORPH
الجوار	جِوار
الجوانب	جانِب
الجوانية	جُوّانِيّ,جُوّانِيَّة
الجوة	NEWMORPH
الجود	NEWMORPH
الجودي	NEWMORPH
الجوز	جَوْز
الجوزقان	NEWMORPH
الجوسق	جَوْسَق
الجوشنية	NEWMORPH
الجوف	جَوْف,أَجْوَف
الجوفاء	أَجْوَف
الجولان	جَوْلان,جَوَلان
الجومة	NEWMORPH
الجوونان	NEWMORPH
الجوي	جَوَى,جَوِّيّ
الجويث	NEWMORPH
الجيار	جَيّار
الجياف	NEWMORPH
الجيب	جِيْب,جَيْب
الجيدور	NEWMORPH
الجيزة	جِيزَة
الجيش	جَيْش
الجيفان	NEWMORPH
الجيفة	جِيفَة
الجيل	جِيل
الحاتمية	NEWMORPH
الحاجر	NEWMORPH
الحاذ	NEWMORPH
الحاضر	حاضِر
الحاضرة	حاضِر,حاضِرَة
الحاطمة	حاطِم
الحاكة	حائِك
الحال	حال
الحامرة	NEWMORPH
الحامضة	حامِض
الحاير	NEWMORPH
الحائر	حائِر
الحائط	حائِط
الحبابية	NEWMORPH
الحباحب	حُباحِب
الحبج	NEWMORPH
الحبس	حَبْس,حِبْس
الحبيا	NEWMORPH
الحبيبة	حُبَيْبَة,حَبِيب
الحبير	NEWMORPH
الحت	أَلَحّ,أَلاح
الحتات	حُتات
الحثا	NEWMORPH
الحجارة	حَجّار,حَجَر
الحجاز	حِجاز
الحجائز	NEWMORPH
الحجر	حُجْرَة,حَجَر,حِجْر,حَجْر
الحجلاء	NEWMORPH
الحجلاوان	NEWMORPH
الحجون	NEWMORPH
الحجيب	NEWMORPH
الحجيريات	NEWMORPH
الحجيل	NEWMORPH
الحجيلاء	NEWMORPH
الحدادة	حِدادَة
الحدادية	NEWMORPH
الحدالى	NEWMORPH
الحدباء	أَحْدَب
الحدة	لَحَد-َ,حِدَة,أَلْحَد,حِدَّة
الحدث	حَدَث
الحدثان	حَدَث,حِدْثان
الحديباء	NEWMORPH
الحديبية	حُدَيْبِيَّة
الحديثة	حَدِيث
الحديجاء	NEWMORPH
الحديقا	NEWMORPH
الحديقة	حَدِيقَة
الحذرية	NEWMORPH
الحذنة	NEWMORPH
الحذية	NEWMORPH
الحر	حُرّ,حَرّ
الحرار	حَرّان,حَرّار
الحرامية	حَرامِيّ
الحران	حُرّ,حَرّان
الحربث	NEWMORPH
الحربية	حَرْبِيّ
الحرجة	حَرَج,حَرِج
الحرجلة	NEWMORPH
الحرف	حَرْف,حِرْفَة
الحرقات	NEWMORPH
الحرقة	حُرْقَة
الحرم	حُرْمَة,حَرَم
الحرملية	NEWMORPH
الحرورية	NEWMORPH
الحريرة	حُرَيْرَة
الحريش	NEWMORPH
الحريضة	NEWMORPH
الحريم	حَرِيم
الحز	حَزّ
الحزامون	NEWMORPH
الحزانة	NEWMORPH
الحزم	حُزْمَة,حَزْم,حِزام
الحزمرية	NEWMORPH
الحزيز	NEWMORPH
الحزين	حَزّ,حَزِين
الحسا	NEWMORPH
الحساء	حَساء
الحسانيات	NEWMORPH
الحسبة	حَسَب
الحسن	حَسَن,حُسْن
الحسنان	حَسَن
الحسني	لَحَس-َ,حُسْنِي,لَحِس-َ,أَحْسَن
الحسنية	NEWMORPH
الحسيان	حِسِّيّ
الحشا	حَشاً
الحشاد	NEWMORPH
الحشار	NEWMORPH
الحشاك	NEWMORPH
الحص	حُصّ
الحصاء	NEWMORPH
الحصاب	NEWMORPH
الحصاصة	NEWMORPH
الحصان	حِصان
الحصحاص	NEWMORPH
الحصن	حِصان,حِصْن
الحصنان	NEWMORPH
الحصوص	NEWMORPH
الحصيب	NEWMORPH
الحصيد	حَصِيد
الحصيدات	حَصِيد
الحصيص	NEWMORPH
الحصيلية	NEWMORPH
الحصين	حُصَيْن,حَصِين
الحضر	حَضَر
الحضنان	NEWMORPH
الحضوض	NEWMORPH
الحضيرية	NEWMORPH
الحطمية	NEWMORPH
الحطيم	حَطِيم
الحظائر	حَظِيرَة
الحظيرة	حَظِيرَة
الحفائر	حَفِيرَة
الحفة	لِحاف,أَلْحَف,لَحَف-َ
الحفر	حُفْرَة,حَفْر
الحفرة	حُفْرَة
الحفير	حَفِير
الحفيرة	حَفِيرَة,حَفِير
الحقاب	حُقْب
الحقل	حَقْل
الحقلة	NEWMORPH
الحقو	حَقْو
الحقيبة	حَقِيبَة
الحكامية	NEWMORPH
الحكرة	حُكْرَة
الحككات	NEWMORPH
الحلاءة	NEWMORPH
الحلال	حَلال
الحلاوة	حَلاوَة
الحلائق	NEWMORPH
الحلبة	حَلْبَة
الحلة	حِلَّة,حَلَّة,حُلَّة
الحلمتان	حَلَم
الحليسية	NEWMORPH
الحليف	حَلِيف
الحليفات	حَلِيف
الحليفة	حَلِيف
الحليقة	حَلِيق
الحليل	حَلِيل
الحما	حَم
الحماتان	حَماة
الحمادة	حَمّادة,حَمادَة
الحمارة	حَمّار,حِمارَة
الحمام	حَمام,حَمّام
الحمائر	حِمارَة
الحمائم	حَمام
الحمة	حُمَة,حَمَّة,حُمَّة,لَحَم,لَحِم-َ,لَحَّم
الحمراء	أَحْمَر
الحمى	حُمَة,حَم,حَمِيّ,حِمَى,حُمِّيّ,حُمَّى
الحميراء	NEWMORPH
الحميريون	NEWMORPH
الحميلية	NEWMORPH
الحميمة	حَمِيم
الحناءة	NEWMORPH
الحناءتان	NEWMORPH
الحنابج	NEWMORPH
الحناجر	حَنْجَر
الحناظل	NEWMORPH
الحناك	أَلْحَن,أَلاح
الحنان	حَنان
الحنانة	حَنانَة
الحنبلي	حَنْبَلِيّ
الحندورة	NEWMORPH
الحنفاء	حَنِيف
الحنو	حُنُوّ,حِنْو,حَنْو
الحني	أَلْحَن,أَلَحّ,لاح,لَحا,لَحَى,حَنْي,لَحَّن,أَلاح,لَحَن-َ
الحنيبج	NEWMORPH
الحنيظلة	NEWMORPH
الحواب	NEWMORPH
الحواطب	NEWMORPH
الحوامض	حامِض
الحوة	أَلَحّ,لَحا
الحوراء	أَحْوَر
الحوز	حَوْز
الحوش	حَوَش,حَوْش
الحوض	حَوْض
الحوف	حَوْف
الحولة	NEWMORPH
الحومان	NEWMORPH
الحوياء	NEWMORPH
الحويزة	NEWMORPH
الحيار	NEWMORPH
الحيانية	NEWMORPH
الحير	حَيْر
الحيرة	حَيْرَة
الحيز	حَيِّز
الحيق	حَيْق
الحيل	حِيلَة,حَيْل
الحيمة	NEWMORPH
الخابران	NEWMORPH
الخابور	خابُور
الخارف	NEWMORPH
الخافقان	خافِق
الخافقين	خافِق
الخال	خال
الخالدية	خالِدِيَّة
الخانقان	خانِق
الخانقة	خانِق
الخانوقة	NEWMORPH
الخائع	NEWMORPH
الخائعان	NEWMORPH
الخب	خَبّ
الخبار	NEWMORPH
الخبط	خَبْط,لَخْبَط
الخبي	NEWMORPH
الخبيء	NEWMORPH
الخبيرات	خَبِير
الخبيص	خَبِيص
الختل	خَتْل
الخثماء	NEWMORPH
الخدود	خَدّ
الخذوات	NEWMORPH
الخرار	NEWMORPH
الخرارة	NEWMORPH
الخرانق	خِرْنِق
الخربة	خَرِب,خُرْبَة
الخرج	خَرْج
الخرجاء	NEWMORPH
الخرجان	NEWMORPH
الخرسي	NEWMORPH
الخرصان	خِرْص
الخرقاء	أَخْرَق
الخرماء	NEWMORPH
الخرمق	NEWMORPH
الخروبة	خَرُّوبَة
الخريبة	NEWMORPH
الخريجة	خِرِّيج
الخريري	NEWMORPH
الخريزة	NEWMORPH
الخزامين	NEWMORPH
الخزف	خَزَف
الخزيمية	NEWMORPH
الخسمة	NEWMORPH
الخشارم	NEWMORPH
الخشاشان	NEWMORPH
الخشاشة	NEWMORPH
الخشال	NEWMORPH
الخشباء	NEWMORPH
الخشبي	خَشَبِيّ
الخشبية	خَشَبِيّ
الخشرب	NEWMORPH
الخشرمة	NEWMORPH
الخص	لَخَّص,خَصّ,خُصّ
الخصاصة	خَصاصَة,خَصاص
الخصافة	NEWMORPH
الخصوص	خُصُوص
الخصوف	NEWMORPH
الخصي	خَصِيّ,خُصْيَة
الخصيتان	خُصْيَة
الخضارم	خِضْرِم
الخضر	خَضِر,خُضْرَة,خُضْر
الخضراء	أَخْضَر
الخضرمة	NEWMORPH
الخضمات	NEWMORPH
الخضيرية	NEWMORPH
الخط	خَطّ
الخطابة	خَطابَة,خِطابَة
الخطامة	NEWMORPH
الخطائم	NEWMORPH
الخطط	خُطَّة
الخطمي	NEWMORPH
الخظا	NEWMORPH
الخل	خَلّ
الخلاقى	NEWMORPH
الخلائق	خَلِيق
الخلد	خَلَد,خُلْد
الخلصاء	NEWMORPH
الخلصة	NEWMORPH
الخلقدونة	NEWMORPH
الخليج	خَلِيج
الخليصاء	NEWMORPH
الخليف	NEWMORPH
الخليقة	خَلِيق
الخليل	خَلِيل
الخنافس	خُنْفُس
الخندق	خَنْدَق
الخنزة	NEWMORPH
الخنفس	خُنْفُس
الخنق	خَنْق
الخنوقة	NEWMORPH
الخنيفغان	NEWMORPH
الخوار	خُوار,خَوّار
الخوان	خائِن,خَوّان,خُوان
الخوانق	خانِق,خُناق
الخوة	خُوَّة
الخور	خَوْر,خَوَر
الخورنق	NEWMORPH
الخوز	NEWMORPH
الخوزيون	NEWMORPH
الخويلاء	NEWMORPH
الخيال	خَيّال,خَيال
الخيزران	NEWMORPH
الخيس	خَيْس
الخيمات	خَيْمَة
الخيمة	خَيْمَة
الدار	دار,دارّ
الدارة	دارَة,دارّ
الداروم	NEWMORPH
الدال	دالّ,دال
الدالية	دالِيَة
الدام	NEWMORPH
الداهرية	NEWMORPH
الدبة	دَبَّة,دُبّ
الدبر	دُبْر
الدبيرة	NEWMORPH
الدبيقية	NEWMORPH
الدثينة	NEWMORPH
الدجنتين	NEWMORPH
الدجنيتان	NEWMORPH
الدحادح	NEWMORPH
الدحائل	NEWMORPH
الدحرض	NEWMORPH
الدحول	NEWMORPH
الدخول	دُخُول
الدراج	دُرّاج
الدراجية	NEWMORPH
الدرب	دَرْب
الدرزبينية	NEWMORPH
الدرك	دَرِك,دَرَك
الدرهمة	NEWMORPH
الدروقرة	NEWMORPH
الدريعاء	NEWMORPH
الدسكرة	دَسْكَرَة
الدشت	دَشْت
الدعجاء	أَدْعَج
الدف	دَفّ,دُفّ
الدفن	دَفْن
الدفين	دَفّ,دَفِين,دُفّ
الدفينة	دَفِينَة,دَفِين
الدكان	دُكّان
الدكة	دِكَّة,دَكَّة
الدماج	NEWMORPH
الدماخ	NEWMORPH
الدمعانة	NEWMORPH
الدملوة	NEWMORPH
الدناح	NEWMORPH
الدنان	دِنان
الدنن	NEWMORPH
الدهاسة	NEWMORPH
الدهالك	NEWMORPH
الدهناء	دَهْناء
الدهيم	NEWMORPH
الدو	NEWMORPH
الدواع	NEWMORPH
الدوانك	NEWMORPH
الدوداء	NEWMORPH
الدور	دار,دَوْر
الدورق	دَوْرَق
الدولعية	NEWMORPH
الدونكان	NEWMORPH
الدويرة	NEWMORPH
الدويس	NEWMORPH
الدويمة	NEWMORPH
الديبجات	NEWMORPH
الديبل	NEWMORPH
الديدان	دُود
الديرتان	NEWMORPH
الديكدان	NEWMORPH
الدينباذ	NEWMORPH
الذبابة	ذُباب,ذُبابَة
الذحل	ذَحْل
الذرانح	NEWMORPH
الذرائب	NEWMORPH
الذربة	ذَرِب
الذناب	NEWMORPH
الذنابة	NEWMORPH
الذنائب	NEWMORPH
الذنبة	NEWMORPH
الذنوب	ذَنْب
الذهاب	ذَهاب
الذهبانية	NEWMORPH
